Station Name,Street Address,City,State,ZIP,Latitude,Longitude,EV Connector Types,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Access Days Time,Status Code,Station Phone,EV Network
Gridline,1421 Harvard Ave,Seattle,WA,98122,47.61343,-122.322494,J1772,,10.0,,Contact stations for hours of operation,E,206-294-3453,AMPUP
Seattle Honda - Series,2005 Airport Way South,Seattle,WA,98134,47.5855321922408,-122.3220137897597,J1772,,2.0,,24 hours daily,E,888-998-2546,Blink Network
Komo Plaza Garage,140 4th Ave N.,Seattle,WA,98109,47.61963111516519,-122.34822224825623,J1772,,8.0,,Mon: 6:00am-9:00pm; Tue: 6:00am-9:00pm; Wed: 6:00am-9:00pm; Thu: 6:00am-9:00pm; Fri: 6:00am-10:00pm; Sat: 6:00am-10:00pm; Sun: 8:00am-9:00pm,E,855-223-5351,FLASH
PIKE PLACE STALL 890 & 891,1901 Western Avenue,Seattle,WA,98101,47.609568,-122.342753,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
PIKE PLACE STALL 888 & 889,1901 Western Avenue,Seattle,WA,98101,47.60977,-122.343068,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
PIKE PLACE STALL 950,1901 Western Avenue,Seattle,WA,98101,47.609553,-122.342925,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 109,1823 Minor Avenue,Seattle,WA,98101,47.617077,-122.331635,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 107,1823 Minor Avenue,Seattle,WA,98101,47.617164,-122.331666,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 106,1823 Minor Avenue,Seattle,WA,98101,47.617186,-122.331649,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 152,1823 Minor Avenue,Seattle,WA,98101,47.617027,-122.331576,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 151,1823 Minor Ave,Seattle,WA,98101,47.616975,-122.33159,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 153,1823 Minor Avenue,Seattle,WA,98101,47.616988,-122.331591,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 150,1823 Minor Avenue,Seattle,WA,98101,47.616952,-122.331583,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 148,1823 Minor Avenue,Seattle,WA,98101,47.616957,-122.331599,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 147,1823 Minor Avenue,Seattle,WA,98101,47.616986,-122.331584,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 146,1823 Minor Avenue,Seattle,WA,98101,47.616953,-122.331535,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS STATION - 149,1823 Minor Avenue,Seattle,WA,98101,47.617143,-122.331449,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 141,1823 Minor Avenue,Seattle,WA,98101,47.617029,-122.331509,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 108,1823 Minor Avenue,Seattle,WA,98101,47.617183,-122.331682,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
KINECT TOWERS 144,1823 Minor Ave,Seattle,WA,98101,47.617188,-122.33152,J1772,,1.0,,24 hours daily,E,888-758-4389,ChargePoint Network
PIKE PLACE STALL 892 & 893,1901 Western Avenue,Seattle,WA,98101,47.60968,-122.34291,J1772,,2.0,,24 hours daily,E,888-758-4389,ChargePoint Network
Met Park West,1731 Minor Ave,Seattle,WA,98121,47.61627,-122.33032,J1772,,3.0,,24 hours daily,E,833-611-5965,VIALYNK
Met Park East,1730 Minor Ave,Seattle,WA,98121,47.61683,-122.32967,J1772,,3.0,,24 hours daily,E,833-611-5965,VIALYNK
